longitude,latitude,icon
120.96316447253457,14.599907344694175,support
120.96902543280538,14.629121294196299,heart
120.97043398473063,14.63005443308728,home
120.96851403888706,14.631440318537146,power
120.97048483907415,14.63114705062547,briefcase
120.97247194011759,14.63326686564127,power
120.97204872684674,14.628730500321469,support
120.97216688408834,14.630863433901466,support
120.9780608745886,14.634970405280779,home
120.9769620109384,14.635083300345011,briefcase
120.97766248101978,14.636088130554423,home
120.96250442451249,14.601158743054905,support
120.97662728597047,14.636859351524498,heart
120.97811520798531,14.63683043077611,home
120.97692578497418,14.63776561700773,support
120.9766509530035,14.633756969464397,heart
120.97577534341136,14.63435639125057,heart
120.97581623132956,14.633726297239438,support
120.98147462606573,14.633391955632957,home
120.97748766426076,14.63337190944511,heart
120.97360889734509,14.630563832028342,heart
120.9741639828216,14.633252175215707,power
120.96593575645868,14.604907322347303,support
120.95354993626651,14.604806375398697,briefcase
120.97338591809903,14.633082065823091,briefcase
120.9757501042253,14.630929572370414,power
120.97708695944125,14.632250209276007,home
120.97557654497496,14.6327238147863,power
120.97382227180785,14.628577470387576,support
120.97378451704283,14.626951811746242,support
120.97544666231467,14.629412788200003,heart
120.97746054381385,14.629152633936247,home
120.97536774974203,14.627641478855097,home
120.97790596903296,14.628006872753204,support
120.97868517296295,14.624182176844958,power
120.9793603977556,14.626196679852624,support
120.97822879662317,14.626101914019056,briefcase
120.9765857633401,14.625795746958527,briefcase
120.97402662560476,14.624418488409274,heart
120.97330848116202,14.625599384803845,home
120.97511008946422,14.625768380325113,briefcase
120.9751406474801,14.623983001190739,power
120.97338995300467,14.623334351448873,support
120.97328709968848,14.622205106369249,power
120.97603051928036,14.62381041967757,support
120.9775048230362,14.623548780127116,briefcase
120.97284938237499,14.620014035886937,power
120.97322737014325,14.618727021328459,power
120.97568770307653,14.61974079083559,power
120.97591930428509,14.621401942578698,power
120.97577342492586,14.617639812701288,home
120.97663958128739,14.616934675041827,support
120.97458802135878,14.621464387851791,support
120.97337265581265,14.621311383150994,power
120.97450396867322,14.617694597597804,support
120.97381844298253,14.617790722711604,heart
120.97419541214808,14.61986822618973,heart
120.97229240705954,14.61880169161585,heart
120.97255038148776,14.617435525696486,home
120.97366383152439,14.616082945960256,support
120.97415936039933,14.614913978711574,briefcase
120.97346987180713,14.615464835769352,support
120.97324247189518,14.614470610224918,heart
120.97331459724774,14.608687049425882,power
120.97345316690017,14.613048643186168,power
120.97241425669891,14.607338122529594,home
120.97236360363088,14.612049937983691,power
120.97266231149527,14.611201087524401,home
120.97274861207421,14.608861078916387,briefcase
120.97323802404028,14.61122960903306,briefcase
120.97196212826842,14.608563927996741,briefcase
120.97364831818672,14.611145544200408,home
120.97184263367997,14.60715432898211,power
120.9723520891177,14.60958152715543,power
120.97507125537,14.615644932024848,briefcase
120.96439682740956,14.603456100536825,support
120.9760462721432,14.615400246062011,power
120.97550176973276,14.614040175641025,home
120.97480121975832,14.61420181442519,home
120.97454767629222,14.612818964638894,briefcase
120.97485014145364,14.61164584876914,support
120.97661086043313,14.6137092212436,power
120.97522531058696,14.617647620545839,home
120.97609610364366,14.611878326697882,support
120.97602145118816,14.613936544127126,support
120.97389846438428,14.607277472748454,home
120.96402378177625,14.604653233741619,heart
120.97593506842175,14.606410086305216,support
120.97758243487245,14.609773198802332,support
120.9753788924427,14.60943147985481,home
120.97680245257105,14.608159936259565,heart
120.9766968589208,14.610369664650149,heart
120.97722440042864,14.611580401763751,power
120.975160900622,14.607006712037043,power
120.97708277628348,14.612564934102082,heart
120.96946528908107,14.604050857105547,support
120.96824889398869,14.603521098526546,support
120.96694024103999,14.60173571743114,briefcase
120.96839519473927,14.601786151021003,heart
120.96688273284127,14.599838836104391,briefcase
120.96683313589017,14.599162722411037,home
120.96552780651047,14.600507505962808,briefcase
120.95299958957006,14.597907432575509,briefcase
120.96621140744128,14.600672681079363,power
120.9622842090253,14.60312927012743,home
120.97002448405951,14.60001073060454,briefcase
120.97152457008976,14.597468976662137,support
120.96574847114026,14.61408902957946,briefcase
120.99883374607542,14.567830389431075,power
120.99763756751035,14.567222823725483,power
120.99650820573528,14.566640369968702,briefcase
121.00270947662327,14.570378867350822,briefcase
121.00161711756022,14.569214292747395,support
121.00364897991429,14.571345080838697,briefcase
121.00450772782793,14.572138424942748,support
121.00273519840974,14.572818055432432,power
121.00148217150868,14.571517764606208,support
121.00058480310351,14.570553002245806,heart
120.96594717316907,14.614983457112073,home
121.006392576606,14.575286690166946,heart
121.0026721626985,14.57517923114469,briefcase
121.0045930864083,14.574687190999065,power
121.00508563368156,14.57539972433432,support
121.0045367695895,14.577053630677593,power
121.00458935560505,14.573468758938128,home
121.00698255802982,14.576725003864604,heart
121.00519649102962,14.577968388383708,home
121.0080767144769,14.575321889177236,heart
121.0059988075252,14.576599774286665,support
120.96688727183053,14.61365297700744,support
121.00732160565315,14.578463946136317,support
121.00620543141522,14.579220862016284,support
121.00817859444669,14.577517849516246,home
121.00893426290109,14.576765258332275,power
121.00142897467298,14.577615034300091,support
121.00196511348528,14.576675607832827,home
121.00121917023128,14.576291239972896,home
121.00156435494749,14.578270155638071,power
121.00107227535676,14.57934095247508,briefcase
121.00213715023334,14.579687965040502,support
120.96366418174902,14.614868013191563,power
121.0029949565588,14.578564022589342,briefcase
121.00398729501866,14.578861824934508,heart
121.00473110638909,14.580220738866306,briefcase
121.00494783661203,14.580976490582847,briefcase
120.96724486577361,14.597502872999232,power
120.96826275042261,14.598117853514362,power
120.96945620038952,14.59765642996207,briefcase
120.96597558313802,14.597277521402109,briefcase
120.97219320767725,14.599036420673423,heart
120.97219399845949,14.601218891376,heart
120.97392554014648,14.59924101770135,support
120.96156412130384,14.602862633536654,briefcase
120.97584298360762,14.599447454334156,briefcase
120.97596845840238,14.597636964406837,heart
120.97306506583725,14.603687579951087,home
120.97133734513964,14.604456790951115,support
120.9747951414947,14.604539587345398,heart
120.97493806179791,14.602516855027746,power
120.97399255363248,14.602526237671263,power
120.97536981147692,14.60123371567707,support
120.9770546563803,14.600695995903038,heart
120.97634746534959,14.603676947731502,support
120.96672241127354,14.605342669390623,power
120.95973440156462,14.603032254524301,heart
120.9760113103729,14.60215607271277,home
120.97737001212705,14.602731506657998,heart
120.97701591391828,14.601959736369443,heart
120.9788343209361,14.59983641925815,heart
120.97908812886199,14.602817875219623,support
120.97790772981874,14.602898572737129,support
120.9807459366558,14.599994540950139,home
120.9818448224147,14.602286815579777,heart
120.98042035315014,14.602377586704447,home
120.96296394856948,14.604179359012914,home
120.9814784437478,14.604768542678725,power
120.98208592027711,14.606888760949477,briefcase
120.98033531495248,14.60652722257997,support
120.9780145319257,14.604760601773048,heart
120.97807288845357,14.606008129860694,support
120.98146310558268,14.608631351845851,briefcase
120.98019494225551,14.608686174666472,heart
120.98257206227375,14.61131867608357,home
120.98198579447502,14.610170554557726,heart
120.98287473751377,14.609217018510106,support
120.96327079701288,14.603027350183549,heart
120.98076902227028,14.611422013614513,home
120.98025324394588,14.610263138996768,heart
120.98112091202191,14.610221902393747,heart
120.98261280388861,14.612356515790944,home
120.98119809901559,14.612436395029334,home
120.98034563194095,14.61248099915505,support
120.97841134800755,14.610322075027476,home
120.97820605132806,14.611955517868902,support
120.9783138456214,14.609235563292772,briefcase
120.97842791463994,14.607714349986068,power
120.96258218672483,14.605351892445976,power
120.97755557284107,14.607582768179565,heart
120.97701947071101,14.614979936254317,home
120.97929765640313,14.609201204826567,power
120.97935281189073,14.610309381938846,briefcase
120.97937235585214,14.612024713986052,briefcase
120.97923413678326,14.607668031760301,home
120.98090069279876,14.616047551621813,power
120.98083494523502,14.614773481452346,briefcase
120.98271121426517,14.614679479268798,briefcase
120.98081871634186,14.61355681441815,power
120.96189405877723,14.604973769168803,power
120.98267602722193,14.613461322060076,home
120.98265979239265,14.616017008361013,home
120.98437323213027,14.613915277488621,home
120.98507779587047,14.615611935022399,heart
120.98100661963745,14.617282790735876,power
120.98085421586168,14.61965101948728,power
120.98086743191807,14.618453315030191,support
120.98084509420418,14.620854439274702,power
120.9808089900768,14.621851790593194,home
120.98244545718127,14.621280458375816,home
120.96368539532635,14.605554720936947,briefcase
120.98238721093024,14.618326314905735,power
120.98509452577632,14.619741675829243,home
120.98474463718577,14.617083392953958,heart
120.97855303346522,14.617135819659138,home
120.97859095326551,14.618450391181845,home
120.97661606330686,14.618305618205229,home
120.97895566948633,14.62185038852177,heart
120.97922818359987,14.620874662294936,power
120.97921588543228,14.61966416129111,power
120.97736874433654,14.621915977702953,heart
120.9629688323207,14.606691275182836,heart
120.97789448933463,14.620873849203827,briefcase
120.9779053125268,14.619665416514907,support
120.97683345310328,14.620131149460937,briefcase
120.98083785099871,14.62337489109831,power
120.98281680258661,14.622927554863551,briefcase
120.9813516466545,14.622686673931371,heart
120.98060307551565,14.624420516881251,briefcase
120.98238685028244,14.624428452929411,heart
120.98533926234752,14.621529243192088,heart
120.98404159946182,14.622775536610586,home
120.96115518599878,14.605555681884379,home
120.9836951270663,14.62441246704427,heart
120.98524113679701,14.623052878166956,briefcase
120.98503380592594,14.624554913167922,heart
120.97990258679503,14.629829406015753,briefcase
120.97903668399522,14.630826048673963,home
120.98070789823318,14.628896022540742,briefcase
120.98588682926707,14.631453598376693,home
120.98233821132558,14.62744044936151,power
120.98153507888875,14.628109328785204,briefcase
120.98306693088826,14.625385109460286,power
120.96120316881992,14.60449825851255,home
120.98216718758069,14.625770854885294,home
120.98084466737892,14.62563696435108,power
120.9806168361912,14.627055091271346,home
120.98305135725731,14.597149131087448,power
120.9850483088755,14.596468503375117,briefcase
120.9873480660745,14.595532982758531,heart
120.9853172202264,14.597707688185748,power
120.98603350870282,14.598854976042235,support
120.98780387817355,14.59859547126063,power
120.95994035995449,14.605115325705183,briefcase
120.98671752759213,14.600733305684647,briefcase
120.98308792684061,14.601905383426724,briefcase
120.98452081217653,14.601893434999804,support
120.98387487729036,14.599531386882118,power
120.98266960597941,14.600257171113654,briefcase
120.98442658835417,14.60381282180012,briefcase
120.98616035543601,14.604976898928644,support
120.98756873517671,14.606609327729448,heart
120.9891641086216,14.605767936971745,power
120.9878109632825,14.605099442902661,briefcase
120.96575222910987,14.606976711781115,briefcase
120.98801430364868,14.604030045511738,briefcase
120.98943968994509,14.604350434320056,briefcase
120.98945017285303,14.602667241442433,home
120.98845758610501,14.602440362206114,power
120.98714846181787,14.602586564107405,support
120.99075494469594,14.60527990053828,home
120.99119133299446,14.606021321621029,support
120.99176944786123,14.604156746255255,heart
120.99265074687982,14.604578161900355,support
120.99443081904928,14.602741866723315,support
120.96168782569683,14.607224996751496,heart
120.99429305207181,14.60111185541763,heart
120.9942066853186,14.603593241220882,heart
120.99199509135089,14.601423166864434,briefcase
120.9923574391955,14.602304264523564,home
120.99233547692745,14.602949366500264,briefcase
120.99114420839832,14.603386938898627,heart
120.99012560633918,14.601827740079763,support
120.99699719530115,14.604562362390265,briefcase
120.9976948458079,14.603001144386525,home
120.99591469681549,14.603668331431264,support
120.96225293426005,14.607384181677496,power
120.99641159508883,14.602088868541399,briefcase
